,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag?,Responding to,Upvotes,Downvotes
11,Townhall,They're Panicking: 'The View' Co-Host Wants Electoral College Change Because…,['2020/09/09'],761 comments,https://townhall.com/tipsheet/mattvespa/2020/09/09/theyre-panicking-the-view-host-wants-electoral-college-change-because-trump-might-pull-off-a-win-n2575872,DSMike,"Every parliamentary government...and if we lean so far to the left, it should be easy for you clowns to pull off a constitutional amendment to get it changed...so get started.",2,,Lefty,2,?
12,Townhall,Trump Campaign Responds to New Bob Woodward Controversy,['2020/09/09'],464 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/09/trump-campaign-responds-to-new-controversy-by-reminding-media-of-these-dr-fauci-remarks-n2575904,DSMike,Why should he be getting death threats?,0,,Ms Cleo,2,?
13,Townhall,Trump Campaign Responds to New Bob Woodward Controversy,['2020/09/09'],464 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/09/trump-campaign-responds-to-new-controversy-by-reminding-media-of-these-dr-fauci-remarks-n2575904,DSMike,If I remember correctly it was the dems in total who were downplaying the virus including Biden...when Trump was taking action.,2,?,,7,?
14,Townhall,Reporter Asks Why It's Okay For Trump to Hold Rallies. McEnany Explains a Glaring…,['2020/09/09'],118 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/09/wh-briefing-n2575895,DSMike,The smack down of hypocrisy...always ugly and always enlightening.,2,?,,40,?
15,Townhall,New Study Shows Hundreds of BLM 'Protests' Turned Violent,['2020/09/08'],295 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/08/new-study-shows-majority-of-blm-protests-turned-violent-n2575801,DSMike,lol...you desire tyranny and the control of discourse so that only one ideology has control...please avail yourself of moving to China.,2,,dale ruff,1,?
16,Townhall,New Study Shows Hundreds of BLM 'Protests' Turned Violent,['2020/09/08'],295 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/08/new-study-shows-majority-of-blm-protests-turned-violent-n2575801,DSMike,"Freedom and liberty versus government slavery, put me on the side of freedom and liberty any day.  Goose step to the government slavery tune all you want.",0,,heat_fan1,1,?
17,Townhall,New Study Shows Hundreds of BLM 'Protests' Turned Violent,['2020/09/08'],295 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/08/new-study-shows-majority-of-blm-protests-turned-violent-n2575801,DSMike,That was about freedom from an oppressive government...this is about wanting American to be less free and run by an oppressive government...freedom and liberty are always the correct side to be on.,0,,dale ruff,2,?
18,Townhall,AG Barr Gives an Update on Operation Legend and the Numbers in Chicago are I…,['2020/09/09'],147 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/09/operation-legend-chicago-n2575842,DSMike,Much more to do...keep them coming.,0,,,0,0
19,Townhall,Liberal Reporter Shreds Credibility of Atlantic Editor Peddling Fake News Abou…,['2020/09/09'],108 comments,https://townhall.com/tipsheet/mattvespa/2020/09/09/liberal-reporter-shreds-credibility-of-atlantic-editor-peddling-fake-news-about-t-n2575782,DSMike,"The old Clinton tactic of throwing excrement against the wall to see what will stick is being used yet again by the evil left...and happy to say, having the same effect.",2,,,12,?
20,Townhall,Sen. Hawley Bill Would Give DOJ Green-Light to Increase Law Enforcement Fundi…,['2020/09/09'],8 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/09/hawley-police-bill-n2575902,DSMike,"Federal manipulation of salaries, I am not for it....I support police, but personal responsibility needs to be a factor, not artificial salary increases from the feds.",0,,,2,?
21,Townhall,ACLU Official Trashes University For Accepting Nick Sandmann,['2020/09/09'],98 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/09/draft-n2575806,DSMike,Ideological purity...what all tyrannical left wing operatives desire.,2,?,,3,?
22,Townhall,They're Panicking: 'The View' Co-Host Wants Electoral College Change Because…,['2020/09/09'],761 comments,https://townhall.com/tipsheet/mattvespa/2020/09/09/theyre-panicking-the-view-host-wants-electoral-college-change-because-trump-might-pull-off-a-win-n2575872,DSMike,"Takes a constitutional amendment to change...BTW the GOP are not ""...in power.""",0,,Ms Cleo,0,0
23,Townhall,They're Panicking: 'The View' Co-Host Wants Electoral College Change Because…,['2020/09/09'],761 comments,https://townhall.com/tipsheet/mattvespa/2020/09/09/theyre-panicking-the-view-host-wants-electoral-college-change-because-trump-might-pull-off-a-win-n2575872,DSMike,Start a constitutional amendment drive and get that done in just a few weeks...not going to happen.,0,,,0,0
24,Townhall,New Book on Failed Trump Impeachment Push Touches on When House GOP Knew…,['2020/09/09'],189 comments,https://townhall.com/tipsheet/mattvespa/2020/09/09/in-new-book-on-failed-trump-impeachment-push-house-gop-was-caught-off-guard-over-schiffs-plot-against-the-president-n2575871,DSMike,It was shown pretty early to be a fabrication of events...but the dems were all in at that point and had to endure the egg on the face.,0,,,3,?
25,Townhall,Another Atlantic Writer Caught in a Lie About Biden,['2020/09/09'],137 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/09/another-atlantic-writer-caught-in-a-lie-n2575874,DSMike,The propaganda brown shirts are in full panic mode...pretty obvious.,0,,,5,?
26,Townhall,Trump Nominated For Nobel Peace Prize,['2020/09/09'],392 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/09/trump-nominated-for-nobel-peace-prize-n2575875,DSMike,Already proven to be nothing more than an international popularity contest with no real meaning.,0,,,0,0
27,Townhall,New Jersey Officials Remove September 11 Flags from Highway,['2020/09/08'],65 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/08/new-jersey-officials-remove-september-11-flags-n2575792,DSMike,"I am thinking it was the hate America, statue destroying insurrectionists known as democrats that tried to do this.",2,,,10,?
28,Townhall,'Laden With Poison Pills': Schumer and Pelosi Object to Senate GOP's Targeted R…,['2020/09/08'],98 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/08/schumerpelosi-n2575811,DSMike,Orange man bad...the driving factor in the dems political theater.,0,,,3,?
29,Townhall,Cuomo: Trump Caused the COVID Outbreak in New York,['2020/09/08'],60 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/08/cuomo-issues-new-guidelines-for-school-reopenings-n2575812,DSMike,It is and was the Chinese virus...yes Trump was slow to restrict travel to and from the EU...mostly because of the push-back he got restricting travel from China...from the left.  But the man reason for the rapid spread of the virus is because NYC is an urban cesspool and its mayor was waffling as to controlling it.,2,,,7,?
30,Townhall,"As Trump Closes In, Biden Takes Another Day Off",['2020/09/08'],147 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/08/as-trump-closes-in-biden-takes-another-day-off-n2575796,DSMike,"Unions, minorities...the core of the dem party and leaving them in droves...only people they will have left will be the ANTIFA punks.",2,,,4,?
31,Townhall,Uh Oh: Creepy Joe Biden Faces Another Test With Black Democrats,['2020/09/08'],121 comments,https://townhall.com/tipsheet/mattvespa/2020/09/08/uh-oh-creepy-joe-biden-faces-another-test-with-black-democrats-n2575802,DSMike,"Our nation works best as a symbiosis of all walks of life...killing one sector will only serve to kill the host, that is the nation...maybe that is what the dems really want to do.",0,,,3,?
32,Townhall,Huh? Joe Biden Tries to Claim It's Trump Who Is Actually Calling to Defund the Pol…,['2020/09/08'],252 comments,https://townhall.com/tipsheet/juliorosas/2020/09/08/joe-biden-tries-to-claim-its-trump-who-is-actually-calling-to-defund-the-police-n2575810,DSMike,"It is amazing the gas-lighting that the progressives are willing to do instead of just facing up to their own platforms...will Americans buy it, that is the question.",0,,,4,?
33,Townhall,New Study Shows Hundreds of BLM 'Protests' Turned Violent,['2020/09/08'],295 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/08/new-study-shows-majority-of-blm-protests-turned-violent-n2575801,DSMike,"Insurrectionists are hardly ever peaceful, they are violent and need to be dealt with as such.",2,?,,29,?
34,Townhall,"Voter Fraud: 1,000 Cases of 'Double-Voting' Found in Georgia",['2020/09/08'],240 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/08/georgia-voter-fraud-n2575805,DSMike,"Where there is smoke there is fire...as much smoke as has been seen in recent news, we must assume that there is an inferno.",0,,,2,?
35,Townhall,Good News for President Trump Out of Miami,['2020/09/08'],333 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/08/good-news-for-president-trump-out-of-miami-n2575794,DSMike,Don't buy the polls...get out and vote as if our nation depends on it...because it does.,0,,,10,?
36,Townhall,Seattle Rioters Attack Police Officers with Molotov Cocktails and Projectiles During…,['2020/09/08'],75 comments,https://townhall.com/tipsheet/juliorosas/2020/09/08/seattle-police-arrest-22-rioters-after-molotov-cocktails-and-projectiles-are-thrown-at-them-n2575793,DSMike,Insurrection must be met with the most extreme reaction...war.,2,,,6,?
37,Townhall,Tom Cotton: Kamala Harris Has Thrown in With the Anti-Vaxxers on Wuhan Coronav…,['2020/09/08'],197 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/08/tom-cotton-slams-kamala-harris-antivax-conspiracy-theory-n2575798,DSMike,"lol...the progressive fascists actually think that DT has anything to do with the development of the vaccine?  Are these people really this stupid?  Short of funding, he has nothing at all to do with lab work in our country and definitely not in other nations, which we are working with.  Will the American people buy her idiocy or are they smart enough to ignore her?...that is the question.",2,,,10,?
38,Townhall,Warning Signs for Biden: Focus Group Demonstrates Why Wisconsin Is in Play,['2020/09/04'],305 comments,https://townhall.com/tipsheet/guybenson/2020/09/04/warning-signs-for-biden-focus-group-demonstrates-why-wisconsin-is-in-play-n2575582,DSMike,Scale...factor it in...thanks.,0,,Bumbu,1,?
39,Townhall,WaPo Fact Checks Biden on Misleading Ad About Trump's Plans for Social Security,['2020/09/04'],88 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/04/wapo-fact-check-biden-socialsecurity-n2575675,DSMike,The evil left in America lies?  Stop the presses.,2,,,6,?
40,Townhall,McEnany Debunks 'Fake News' Atlantic Story With One Email,['2020/09/04'],759 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/04/mcenany-destroys-atlantic-story-with-one-email-n2575686,DSMike,"If all is going well for Trump and the nation is waking up to the evil that is left wing politics, then all the brown shirts have is lies.",2,,,22,?
41,Townhall,Trump Administration Brokers Another Major Foreign Policy Deal,['2020/09/04'],70 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/04/wh-briefing-n2575679,DSMike,Diplomatic wins for the Obama administration...0...for Trump 5.  Love it.,0,,,20,1
42,Townhall,"If You Want to See the Democrat-Media Complex in Action, Just Look at this Que…",['2020/09/04'],392 comments,https://townhall.com/tipsheet/mattvespa/2020/09/04/if-you-want-to-see-the-democratmedia-complex-in-action-just-look-at-this-question-that-was-lobbed-at-biden-n2575680,DSMike,"The goose stepping media propagandists must come to Biden's aid, the economy is roaring back and their brown shirts are violently staging an insurrection...",2,?,,12,?
43,Townhall,NYC Restaurants File $2 Billion Suit Against Gov. Cuomo and Mayor Bill De Blasio,['2020/09/04'],136 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/04/nyc-restaurants-file-2-billion-suit-against-gov-cuomo-and-mayor-bill-de-blasio-n2575655,DSMike,Tyrants will be tyrants if you give them power...progressive tyrants more so.,0,,,4,?
44,Townhall,BUSTED: Project Veritas Helps Authorities Nab NH Man Who Committed Voter Frau…,['2020/09/04'],173 comments,https://townhall.com/tipsheet/mattvespa/2020/09/04/busted-project-veritas-helps-authorities-nab-nh-man-who-committed-voter-fraud-in-2016-n2575647,DSMike,There has been way too much smoke in the news this year for there not to be an out of control fire.,0,,,4,?
45,Townhall,Warning Signs for Biden: Focus Group Demonstrates Why Wisconsin Is in Play,['2020/09/04'],305 comments,https://townhall.com/tipsheet/guybenson/2020/09/04/warning-signs-for-biden-focus-group-demonstrates-why-wisconsin-is-in-play-n2575582,DSMike,Economic growth versus Obama era mediocrity...vote Trump.  Law and order versus left wing violence and insurrection...vote Trump.  Freedom and liberty versus hate speech laws and gun confiscation...vote Trump.  All indicators say vote Trump.,0,,,74,1
46,Townhall,National Fraternal Order of Police Endorses President Trump's Re-Election,['2020/09/04'],55 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/04/fop-endorses-president-trumps-reelection-n2575662,DSMike,I do not mind the organization of this group that is not a public sector union but an order...If I was the president I would accept the order's endorsement but reject the union's side.,0,,,1,?
47,Townhall,Watch How AG Bill Barr Responds When Wolf Blitzer Calls CNN 'Fair and Balanced',['2020/09/03'],123 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/03/watch-how-ag-bill-barr-responds-when-wolf-blitzer-calls-cnn-fair-and-balanced-n2575588,DSMike,Wilful ignorance is the first step to evil intentions.,0,,ElvisWasAHero2Most,0,0
48,Townhall,Why a CNN Editor Got Taken to the Woodshed Over His Tweet About the Ong…,['2020/08/31'],114 comments,https://townhall.com/tipsheet/mattvespa/2020/08/31/why-a-cnn-editor-got-taken-to-the-woodshed-over-his-tweet-about-the-ongoing-riots-n2575342,DSMike,Always Trump and never Trump...two sides of the same cult of personality coin.,0,,Nu Mil 3 Design,1,?
49,Townhall,Not Good: Bush-Appointed Federal Judge Sides with Anti-Gun Left in Washington,['2020/09/03'],243 comments,https://townhall.com/tipsheet/mattvespa/2020/09/03/not-good-bushappointed-federal-judge-sides-with-antigun-left-in-washington-n2575586,DSMike,Can't buy a gun...fixed it for you.,0,,Jay Williams,1,?
50,Townhall,"August Jobs Report Blows Past Expectations, Unemployment Rate Plum…",['2020/09/04'],148 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/04/august-jobs-report-blows-past-expectations-unemployment-rate-plummets-n2575652,DSMike,Economy coming back faster than the progressive fascists expected...time to drum up some more charges for impeachment hearing...the Chinese flu scare did not work either.,,,,29,?
51,Townhall,Gov. Kristi Noem Extends Offer to Salon Owner Smeared by Pelosi,['2020/09/04'],581 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/04/gov-kristi-noem-extends-offer-to-salon-owner-smeared-by-pelosi-n2575653,DSMike,"She should move and quickly...death threats and threats of violence against her place of business...with the left wing violence these days, she should take them at  their evil word.",,,,1,?
52,Townhall,The Atlantic Peddles Total Fake News to Smear Trump and Torpedo His Relations…,['2020/09/04'],590 comments,https://townhall.com/tipsheet/mattvespa/2020/09/04/the-atlantic-peddles-total-fake-news-to-smear-trump-and-torpedo-his-relationship-n2575641,DSMike,"Four sources inside Schiff's office?  Maybe Biden's?  Economy is getting much better and faster than they expected, and left wing insurrection and violence is wide spread...the progressive fascist have to now turn to their propaganda allies for help...and the goose stepping media is all too happy to do so.",,,,4,?
53,Townhall,They Got Him: Antifa Punk Shot and Killed By Federal Agents After He Reportedly P…,['2020/09/04'],627 comments,https://townhall.com/tipsheet/mattvespa/2020/09/04/they-got-him-anitfa-punk-shot-and-killed-by-federal-agents-after-he-reportedly-pulled-a-gun-n2575646,DSMike,"One down, several thousand insurrectionists to go.",,,,3,?
54,Townhall,NPR Admits Failure to Fact-check Author of Book Defending Looting,['2020/09/04'],138 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/04/npr-admits-failure-to-factcheck-author-of-book-defending-looting-n2575649,DSMike,"Damage done, just what the Marxists and its propaganda arm desired to do.",,,,2,?
55,Townhall,What People Are Ignoring About Why Police Put Hood on Black Man Who Later…,['2020/09/04'],335 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/04/ny-police-involved-death-n2575651,DSMike,"Spit on police, you get a hood...PCP is a very dangerous drug to take and can in fact kill you...protestors have nothing to protest about, except that they want carte blanch to do whatever they want to do with no societal repercussions.",,,,2,?
56,Townhall,Why a CNN Editor Got Taken to the Woodshed Over His Tweet About the Ong…,['2020/08/31'],114 comments,https://townhall.com/tipsheet/mattvespa/2020/08/31/why-a-cnn-editor-got-taken-to-the-woodshed-over-his-tweet-about-the-ongoing-riots-n2575342,DSMike,Typical of the level of intellectual reply from a left wing drone...vacant of any cogent thought.,,,Nu Mil 3 Design,1,?
57,Townhall,Why a CNN Editor Got Taken to the Woodshed Over His Tweet About the Ong…,['2020/08/31'],114 comments,https://townhall.com/tipsheet/mattvespa/2020/08/31/why-a-cnn-editor-got-taken-to-the-woodshed-over-his-tweet-about-the-ongoing-riots-n2575342,DSMike,"Not enslaved at all...just picking the person who will best give me freedom and liberty, in a binary choice we all have to hold our nose once in a while...but that is not the case with the leftists and brainless brown shirts following them, they can always be counted on as useful tools.  The problem is that history tells us the useful tools are sacrificed when the left finally gains power, they are just too stupid to see it.",,,Nu Mil 3 Design,1,?
58,Townhall,Not Good: Bush-Appointed Federal Judge Sides with Anti-Gun Left in Washington,['2020/09/03'],243 comments,https://townhall.com/tipsheet/mattvespa/2020/09/03/not-good-bushappointed-federal-judge-sides-with-antigun-left-in-washington-n2575586,DSMike,I was hunting since I was about ten...still happens in rural Washington.,,,freeatree,15,?
59,Townhall,Not Good: Bush-Appointed Federal Judge Sides with Anti-Gun Left in Washington,['2020/09/03'],243 comments,https://townhall.com/tipsheet/mattvespa/2020/09/03/not-good-bushappointed-federal-judge-sides-with-antigun-left-in-washington-n2575586,DSMike,I grew up in Washington and my first guns were given to me by my father and grandfather...this is the way it will happen going forward.,,,,27,?
60,Townhall,Watch How AG Bill Barr Responds When Wolf Blitzer Calls CNN 'Fair and Balanced',['2020/09/03'],123 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/03/watch-how-ag-bill-barr-responds-when-wolf-blitzer-calls-cnn-fair-and-balanced-n2575588,DSMike,Not much need to be specific...turn on cable news and see for yourself.,,,ElvisWasAHero2Most,2,?
61,Townhall,Watch How AG Bill Barr Responds When Wolf Blitzer Calls CNN 'Fair and Balanced',['2020/09/03'],123 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/03/watch-how-ag-bill-barr-responds-when-wolf-blitzer-calls-cnn-fair-and-balanced-n2575588,DSMike,"Even when Bush was president they were not fair and balanced...remember the widespread monkey and Nazi caricatures of Bush?  Two short years later, when Obama was president, the one off situation with him had them gasping for air...the American media has leaned left for as long as I have paid attention to the news in our country.",,,,4,?
62,Townhall,"Antifa Effect? Yes, the Rioting Is Starting to Impact the House Races",['2020/09/03'],650 comments,https://townhall.com/tipsheet/mattvespa/2020/09/03/why-yes-the-rioting-is-starting-to-impact-the-house-races-n2575541,DSMike,The economy recovery admirably and the left wing insurrection and rioting is taking a tool on the evil left...our citizens may finally be waking up and paying attention.,,,,2,?
63,Townhall,"Rioters Burned Her Minneapolis Business to the Ground, She's Received No Help",['2020/09/03'],580 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/03/she-had-her-minneapolis-business-burnt-to-the-ground-shes-received-no-help-n2575577,DSMike,"But, but , but...insurance handles everything...right?  Progressive lemming's mantra.",,,,25,?
64,Townhall,Gov. Cuomo Makes Threatening Remark After Trump Suggests He'll Take Federal…,['2020/09/03'],234 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/03/gov-cuomo-army-comment-n2575575,DSMike,"Trump could not walk down the street of any urban cesspool without protection, they are inhabited with the most vile humans ever put on the earth...leftists.",,,,8,?
65,Townhall,Why Trump Doesn’t Just 'Send In the Troops',['2020/09/03'],1166 comments,https://townhall.com/columnists/kurtschlichter/2020/09/03/why-trump-doesnt-just-send-in-the-troops-n2575501,DSMike,"Truth, but truth means little to the man or woman who has lost their life's work to these rampaging animals.",,,,1,?
66,Townhall,CNN Segment: Trump's Handling of the Coronavirus Is Sort of Like the Holocaust,['2020/09/01'],85 comments,https://townhall.com/tipsheet/mattvespa/2020/09/01/cnn-segment-trumps-handling-of-the-coronavirus-is-sort-of-like-the-holocaust-n2575433,DSMike,"When you do the research into the origins of fascism, then get back to me.",,,Mr. Smith,0,0
67,Townhall,Ric Grenell Responds to Michelle Obama's Claim that America Ignores Black Women,['2020/09/01'],661 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/01/ric-grenell-responds-to-michelle-obamas-claim-that-america-ignores-black-women-n2575452,DSMike,"No need to get back to you...that fact is plain, if racism were so pervasive in our society there would be no successful black people...and yet there are in the hundreds of thousands...you cannot debate this fact, all you have is spin.",,,Sandman1951,0,0
68,Townhall,Ric Grenell Responds to Michelle Obama's Claim that America Ignores Black Women,['2020/09/01'],661 comments,https://townhall.com/tipsheet/cortneyobrien/2020/09/01/ric-grenell-responds-to-michelle-obamas-claim-that-america-ignores-black-women-n2575452,DSMike,There are many very successful black women in America...how can that be if we are a racist nation?,,,,31,?
69,Townhall,Why a CNN Editor Got Taken to the Woodshed Over His Tweet About the Ong…,['2020/08/31'],114 comments,https://townhall.com/tipsheet/mattvespa/2020/08/31/why-a-cnn-editor-got-taken-to-the-woodshed-over-his-tweet-about-the-ongoing-riots-n2575342,DSMike,"lol...it is OK little guy, you are free to vote for the government slavery you so much desire.",,,Nu Mil 3 Design,1,?
70,Townhall,Why a CNN Editor Got Taken to the Woodshed Over His Tweet About the Ong…,['2020/08/31'],114 comments,https://townhall.com/tipsheet/mattvespa/2020/08/31/why-a-cnn-editor-got-taken-to-the-woodshed-over-his-tweet-about-the-ongoing-riots-n2575342,DSMike,"Indeed he is vile, but in a binary election I will take his policies that are based on freedom and liberty over the lefts policies that are based on tyranny.",,,Nu Mil 3 Design,1,?
71,Townhall,NYT Columnist: The Leftist Mayhem In Our Cities Is Overblown Because...I Went for…,['2020/09/03'],246 comments,https://townhall.com/tipsheet/mattvespa/2020/09/03/nyt-columnist-the-leftist-mayhem-in-our-cities-is-overblown-becausei-went-for-a-morning-run-n2575545,DSMike,"Krugman...the gas-lighting king, he has been ding this for decades...so much so that he has become just another funny meme, like Michael Moore, whom no one takes seriously any longer.",,,,1,?
72,Townhall,Van Jones Calls for 'National Moratorium' on Evening BLM Marches,['2020/09/03'],363 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/03/van-jones-calls-for-national-moratorium-on-evening-blm-marches-n2575573,DSMike,"The rabid animals are out of the box, putting them back in will take extreme prejudice.",,,,1,?
73,Townhall,Carlson Explains Why Biden Can't Disavow Antifa Website Redirecting to His Campai…,['2020/09/03'],502 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/09/03/tucker-carlson-antifa-biden-campaign-websites-n2575574,DSMike,"They cannot disavow their own brown shirts, at least not until they gain total power.",,,,2,?
74,Townhall,Fed Up Taxpayers Demand Elimination of Public Funding for Heavily Biased NPR,['2020/09/01'],481 comments,https://townhall.com/tipsheet/elliebufkin/2020/09/01/fed-up-taxpayers-demand-elimination-of-public-funding-for-heavily-biased-npr-n2575432,DSMike,"There are many studies on the slant of the news media in our nation, including NPR...each study has found that the news media slants to the left, either slightly or hugely...NPR slants left at about a medium rate when compared to other outlets.  Errors are when you get a name or address wrong...editorial statements are not errors, they are contrived and therefore purposeful.",,,ElvisWasAHero2Most,0,0
75,Townhall,CNN Segment: Trump's Handling of the Coronavirus Is Sort of Like the Holocaust,['2020/09/01'],85 comments,https://townhall.com/tipsheet/mattvespa/2020/09/01/cnn-segment-trumps-handling-of-the-coronavirus-is-sort-of-like-the-holocaust-n2575433,DSMike,"The real fascists are the rioters and insurrectionists in the streets...the left wing in America is way more fascist that the right...violence, hate and non-tolerance all seem to be the operative norms of the left right now, not the right.",,,,2,?
76,Townhall,President Trump Visits Kenosha in the Wake of 'Anti-Police and Anti-American'…,['2020/09/01'],51 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/09/01/trump-kenosha-n2575461,DSMike,"What do we do with rabid animals?  We put them down, just as we should with these rabid animals.",,,,4,?
77,Townhall,DOJ Officially Investigating Who is Behind Coordinated Riots,['2020/09/01'],309 comments,https://townhall.com/tipsheet/katiepavlich/2020/09/01/doj-officially-investigating-coordinated-riots-n2575449,DSMike,lol...I hope that this was sarcasm and a parody...if not please check in with your mental health professional.,,,BlackpilledBob,4,?
