,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag??,Responding to,Upvotes,Downvotes
14,The Gateway Pundit,60-Year-Old Black Man Arrested for Murdering White 19-Year-Old UC Berkele…,['2020/09/60'],588 comments,https://www.thegatewaypundit.com/2020/09/60-year-old-black-man-arrested-murdering-white-19-year-old-uc-berkeley-student-without-warning-provocation/,disrespekt,god bless diversity,0,,,1,?
15,The Gateway Pundit,Joe Biden Endorses Michigan Democrat Who Blogged About 4-Year-Old Girls Wea…,['2020/09'],194 comments,https://www.thegatewaypundit.com/2020/09/joe-biden-endorses-michigan-democrat-blogged-4-year-old-girls-wearing-thong-underwear/,disrespekt,he's a pretty rank and file democrat,0,,,2,?
16,The Gateway Pundit,It’s Happening! President Trump Passes Joe Biden in National Rasmussen Survey…,['2020/09'],250 comments,https://www.thegatewaypundit.com/2020/09/happening-president-trump-passes-joe-biden-national-rasmussen-survey-first-time-approval-rating-soars-52/,disrespekt,"So, their pre-primaries front runner was Harris and she's so unlikable that she dropped out before the first vote when her support totally collapsed.Hiden does worse every time he goes into public for obvious reasons- the more he's exposed the more people raise their eyebrows at his mental fitnessthis is precisely why they did nothing and said nothing for so long...they have seen the favorability polls inverting and now they have no choice but to get out and campaign.problem is, the more they expose the public to their candidates, the worse their support will be.Installing Harris was the dumbest mfing move in history- you DO NOT put a proven loser like that on a ticket.  You take someone who at the very least did not acquire massive negatives in your own primary campaign.",2,,Kiwi,0,0
17,The Gateway Pundit,It’s Happening! President Trump Passes Joe Biden in National Rasmussen Survey…,['2020/09'],250 comments,https://www.thegatewaypundit.com/2020/09/happening-president-trump-passes-joe-biden-national-rasmussen-survey-first-time-approval-rating-soars-52/,disrespekt,"If Dump gets 20% of black voters, this election will be a landslidethe dems will have a lot of trouble harvesting enough mail ins from enough states to put Hiden overSuper Tuesday was their practice run, btw, where Sleepy came from 4th place to win MA.  They have become very proficient at ballot harvesting",2,,,5,?
18,The Gateway Pundit,Squad Member and Crackpot Ayanna Pressley Wants to Declare Racism a Nati…,['2020/09'],323 comments,https://www.thegatewaypundit.com/2020/09/squad-member-crackpot-ayanna-pressley-wants-declare-racism-national-emergency-based-statistical-nonsense-video/,disrespekt,remember- she got a majority of her district's voters to vote for herthis country is pretty much done...this is Caligula's horse in the Senate,2,?,,0,0
19,The Gateway Pundit,"CRINGE: After Being Introduced at Latino Event by Puerto Rican Singer Luis Fonsi,…",['2020/09'],457 comments,https://www.thegatewaypundit.com/2020/09/cringe-introduced-latino-event-puerto-rican-singer-luis-fonsi-biden-pulls-phone-starts-playing-despacito-video/,disrespekt,"this is so tone deaf as to be astonishinglike ""hey i get latinos i am playing your app""...nobody believes that",2,,,1,?
20,The Gateway Pundit,Despite Pressure from Top Democrat Leaders — Big Ten Reverses Decision and…,['2020/09'],202 comments,https://www.thegatewaypundit.com/2020/09/despite-pressure-top-democrat-leaders-big-ten-reverses-decision-votes-play-football-thanks-trump/,disrespekt,"kids?  You mean the ""youths"" and ""teens""?the future criminal ""student"" athletes?you're worshipping people who the NCAA lobbies to give admissions to who would be disqualified due to grades and criminal history",1,,Bed-Wetting Liberal,2,?
21,The Gateway Pundit,Despite Pressure from Top Democrat Leaders — Big Ten Reverses Decision and…,['2020/09'],202 comments,https://www.thegatewaypundit.com/2020/09/despite-pressure-top-democrat-leaders-big-ten-reverses-decision-votes-play-football-thanks-trump/,disrespekt,"WHO CARES about sportsballstop watching this crap and focus on yourself, your people, and your familythis is a profoundly anti-white enterprise that you are ingesting",2,,,2,1
22,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,"what's he gonna do, Tweet the mob away?",0,,Postmaster General John_33 🐼,2,2
23,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,ONE guy who had to murder someone in an organized hit before he was arresteddefund the useless police so we can defend ourselves,2,,JUSTICE,3,1
24,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,and there the cops are to enforce their wishes...kinda makes you think this defunding thing is not so insane after all,2,,Digital Sharecropper,1,1
25,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,back the blue while they arrest homeowners with mobs on their lawn?,0,,Leftism is  Gangrene™,4,?
26,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,"not just that, you are expected to be arrested if you defend yourself against any of this",0,,Maria Ruiz,2,?
27,The Gateway Pundit,BREAKING: Milwaukee Trump Supporter Arrested for Brandishing a Gun at Black…,['2020/09'],1620 comments,https://www.thegatewaypundit.com/2020/09/breaking-milwaukee-trump-supporter-arrested-brandishing-gun-black-lives-matter-mob-surrounding-home-video/,disrespekt,defund them now- useless,2,,tewlman,3,2
28,The Gateway Pundit,"A NEW ERA OF PEACE: President Trump, Bahrain, UAE and Israel Sign Historic Pea…",['2020/09'],106 comments,https://www.thegatewaypundit.com/2020/09/new-era-peace-president-trump-bahrain-uae-israel-sign-historic-peace-agreements-white-house-ceremony/,disrespekt,let's see if (((They))) give anything in the bargain or repudiate it all and continue their land grab,0,,John Henry,1,2
29,The Gateway Pundit,"A NEW ERA OF PEACE: President Trump, Bahrain, UAE and Israel Sign Historic Pea…",['2020/09'],106 comments,https://www.thegatewaypundit.com/2020/09/new-era-peace-president-trump-bahrain-uae-israel-sign-historic-peace-agreements-white-house-ceremony/,disrespekt,with the destruction of all g0yim society through third world immigration funded by his Chosen?,1,?,stillrules,1,2
30,The Gateway Pundit,"A NEW ERA OF PEACE: President Trump, Bahrain, UAE and Israel Sign Historic Pea…",['2020/09'],106 comments,https://www.thegatewaypundit.com/2020/09/new-era-peace-president-trump-bahrain-uae-israel-sign-historic-peace-agreements-white-house-ceremony/,disrespekt,"I mean normalization of relations between these countries is kind of a big deal but Netanyahu is a liar- his people have prayed for war since like every book of the old testamentthe biggest warhawks are dual citizens, almost all the primary neocons, the perpetual war establishment...his people are more overrepresented in this population than almost anywhere else outside of Hollywoodthey are also the architects and funding behind mass immigration to the west and the all-out attack on western values and society",2,,,1,2
31,The Gateway Pundit,Lancaster Protesters Held On Whopping $1 Million Bail Each After Riots,['2020/09'],555 comments,https://www.thegatewaypundit.com/2020/09/lancaster-protesters-held-whopping-1-million-bail-riots/,disrespekt,it's always criminals that form the heroes of the BLM crowd,2,,,0,0
32,The Gateway Pundit,"HUH? Biden Touts Actions of ""Obama-Biden Administration"" - Then Says, ""Thi…",['2020/09'],179 comments,https://www.thegatewaypundit.com/2020/09/huh-biden-touts-actions-obama-biden-administration-says-just-beginning-get-re-elected-video/,disrespekt,antifa is burning the state downkill all of them,1,,,2,?
33,The Gateway Pundit,Biden Pushes Gun Control Less Than 24 Hours After Attempted Assassination On…,['2020/09'],117 comments,https://www.thegatewaypundit.com/2020/09/biden-pushes-gun-control-less-24-hours-attempted-assassination-deputies/,disrespekt,all militaries dofull automatic carbines are tactically useless,0,,Ozzyno Stugots,0,0
34,The Gateway Pundit,Biden Pushes Gun Control Less Than 24 Hours After Attempted Assassination On…,['2020/09'],117 comments,https://www.thegatewaypundit.com/2020/09/biden-pushes-gun-control-less-24-hours-attempted-assassination-deputies/,disrespekt,Freaking 9th Circuit just invalidated mag capacity laws in CAwhat planet is this guy on?,2,,,1,?
35,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,"do you really think this will work?  that blacks will then be happy?this is a race of agitators and discontents with violent tendencies and no future time orientation.  Literally they are the missing evolutionary link, cavemen in the modern world.They are more genetically proximate to ancient hominins than modern man and they act accordingly",1,,CleverNickGoesHere,1,?
36,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,BS.they vote democrat like every other nonwhite immigrantF all of them; we don't need them and they can stay in their sh!tholes,1,?,paulwbrown,1,?
37,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,all 10 of them?,0,,Truman Ellis,1,?
38,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,"no, a social worker would just hug him into pacificity.that's their theory.i hope they implement it and social workers get slaughtered.i don't believe for a second that delusional liberal women are EVER going to see the light; I just want to have them see the dark.",1,,WilburPost,1,?
39,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,it's a race thingwe're in a race warthese are just one faction allied with another (((race))) that is at war with us and everything we represent,1,,Bidens_Reminder,1,?
40,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,blacks commit far more crime than they are ever even arrested or convicted for.,1,,Felicia Callari Cacioppo,9,?
41,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,"so, ""stop being black""?they can't.it's a biological thing",2,?,Jonaos,4,?
42,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,"culture like that comes from people like thatjfc, the homicide disproportionality is THE SAME IN THE UK despite NO EQUIVALENT CULTURE.there is no culture fairy- it comes from people",0,,Fargo007,10,?
43,The Gateway Pundit,"Lancaster, PA: Black Lives Matter Crowd Forming Following Officer-Involved Sho…",['2020/09'],394 comments,https://www.thegatewaypundit.com/2020/09/lancaster-pa-black-lives-matter-crowd-forming-following-officer-involved-shooting-video/,disrespekt,"you mean basically ""stop being black""?",0,?,Snapperman,5,?
44,The Gateway Pundit,“We Hope the B*tch Dies!” – BLM Chants Against 31-Year-Old LA Police Officer and…,['2020/09'],405 comments,https://www.thegatewaypundit.com/2020/09/hope-btch-dies-blm-chants-31-year-old-la-police-officer-mother-ambushed-shot-head-try-breach-hospitalvideo/,disrespekt,"look, enough of this equalist crap suggesting blacks were bamboozled into being blacks by the democratsthey've always been this way- this is why we had segregation in the first place",1,,mickel,7,?
45,The Gateway Pundit,“We Hope the B*tch Dies!” – BLM Chants Against 31-Year-Old LA Police Officer and…,['2020/09'],405 comments,https://www.thegatewaypundit.com/2020/09/hope-btch-dies-blm-chants-31-year-old-la-police-officer-mother-ambushed-shot-head-try-breach-hospitalvideo/,disrespekt,it's such a joy to have black people free in our society!,0,???,,4,?
46,The Gateway Pundit,Surveillance Video of Ambush Shooting of LA Sheriff Deputies Released,['2020/09'],839 comments,https://www.thegatewaypundit.com/2020/09/surveillance-video-ambush-shooting-la-sheriff-deputies-released/,disrespekt,"looks like a damn kidthose ""children"" are so harmlessyouths and teens",0,,,2,?
47,The Gateway Pundit,President Trump Up 2 Points in North Carolina with 25 Percent of Black Vote,['2020/09'],142 comments,https://www.thegatewaypundit.com/2020/09/president-trump-2-points-north-carolina-25-percent-black-vote/,disrespekt,"if he splits the black bloc like this, it will be impossible to harvest enough illegal ballots for Hiden to win",2,,,4,?
48,The Gateway Pundit,Panicked Joy Behar Of ‘The View’ Urges Change To Electoral College Because Tru…,['2020/09'],522 comments,https://www.thegatewaypundit.com/2020/09/panicked-joy-behar-view-urges-change-electoral-college-trump-might-win-video/,disrespekt,"do you see popular upheaval really against the riots?no, you see tacit support and conformism",0,,Ron Stanford,1,?
49,The Gateway Pundit,Panicked Joy Behar Of ‘The View’ Urges Change To Electoral College Because Tru…,['2020/09'],522 comments,https://www.thegatewaypundit.com/2020/09/panicked-joy-behar-view-urges-change-electoral-college-trump-might-win-video/,disrespekt,"this is precisely why it existsthe less populous states would not have signed on to a union if they could always be outvoted by the Boston, NY, and Philly mobs",0,,Patriot_AZ,2,?
50,The Gateway Pundit,Panicked Joy Behar Of ‘The View’ Urges Change To Electoral College Because Tru…,['2020/09'],522 comments,https://www.thegatewaypundit.com/2020/09/panicked-joy-behar-view-urges-change-electoral-college-trump-might-win-video/,disrespekt,look at the county by county map of any of the last 4 elections or more.people in rural areas DO NOT WANT to live like city people otherwise they would move to the citydemocracy is like a bunch of cruise ship passengers voting on who should pilot the boat,0,,,1,?
51,The Gateway Pundit,Biden Gets Confused Again Reading the Teleprompter as He Attacks President Tr…,['2020/09'],513 comments,https://www.thegatewaypundit.com/2020/09/biden-gets-confused-reading-teleprompter-attacks-president-trump-michigan-speech-video/,disrespekt,they must keep up the pretenses at all costseveryone now knows COVID Is overSweden is already done with it and the news about them is starting to trickle out and people are like WTF did we go through all this for.The dems must keep up the doom cult to the bitter end.there is no 2nd wave; more infections less hospitalizations far fewer deaths.like i said months ago it killed everyone it was gonna kill and there was nothing that could have ever have been done to actually stop it.  it was a delusion that we are in control- NATURE BATS LAST,2,,Kayley,2,?
52,The Gateway Pundit,Biden Gets Confused Again Reading the Teleprompter as He Attacks President Tr…,['2020/09'],513 comments,https://www.thegatewaypundit.com/2020/09/biden-gets-confused-reading-teleprompter-attacks-president-trump-michigan-speech-video/,disrespekt,is this guy for real?  buy american?  he was an ardent nafta proponentthis is effed upis their new campaign strategy just to copy EVERY SINGLE piece of Trump's platform and pass it off as their own all along?,2,,,7,?
53,The Gateway Pundit,Critics Believe Next Phase of the 'Rolling Coup' Against President Trump may Invo…,['2020/09'],958 comments,https://www.thegatewaypundit.com/2020/09/critics-believe-next-phase-rolling-coup-president-trump-may-involve-us-military/,disrespekt,"obama purged the brasshe was smartTrump didn'tnow he reaps the rewards of thathe didn't fire en masse everyone he should have as past presidents (esp Ds) have donerepeatedly, trump has tweeted pullouts from wars and had a general give a public statement about 30 mins later ""no we aren't.""",0,,,3,?
54,The Gateway Pundit,MORE BAD NEWS FOR DEMOCRATS: 17% of Likely Trump Voters Less Likely to Let Ot…,['2020/09'],225 comments,https://www.thegatewaypundit.com/2020/09/bad-news-democrats-17-likely-trump-voters-less-likely-let-others-know-vote/,disrespekt,"in addition, they want to create a precedent to abolish the electoral collegei do not believe they will have enough 50-state fraud operations to tilt that many states to the D column.however, as was seen with Hillary, they can certainly mine western states they control to gin up as many ""popular votes"" as they want.  CA went bigger for Hillary, a candidate nobody liked, than it did for Obama.  Yet nobody even questioned that.The end goal is mob rule and imposition of NY/LA/DC/SFO rule over the entire country.if you look at a county-by-county electoral map...how is it that the people in the cities think that they should get to rule all that real estate?  People out there in ""flyover"" DO NOT WANT TO LIVE IN CITIES NOR LIKE CITY PEOPLE and they will be forced to under direct democracy",2,?,Richard_Wiggler,1,?
55,The Gateway Pundit,MORE BAD NEWS FOR DEMOCRATS: 17% of Likely Trump Voters Less Likely to Let Ot…,['2020/09'],225 comments,https://www.thegatewaypundit.com/2020/09/bad-news-democrats-17-likely-trump-voters-less-likely-let-others-know-vote/,disrespekt,cowardice and inability to accept reality combined with normalcy bias and a malignant set of ideologies?,2,?,John Campbell,1,7
56,The Gateway Pundit,Two Biden Supporters who Attacked and Assaulted a Little 7-Year-Old Boy and Sto…,['2020/09'],430 comments,https://www.thegatewaypundit.com/2020/09/two-biden-supporters-attacked-assaulted-little-7-year-old-boy-stole-maga-hat-hit-hate-crime-charges/,disrespekt,who cares?race is all that matters...white people are VERY SLOW to accept reality breaking out around themALL of you have this equalist fantasy borne of stupid idealism while in a completely white countryyou are in a race war whether you want to accept it or not,1,,Irredeemable OC5150,3,5
57,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,they're yids who've declared a race war on you...wake up,2,,Irredeemable OC5150,1,?
58,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,"who cares?!??!they aren't biologically capable of being anything other than they are.go watch black movies like Blue Story and you will see if you turn the sound off they are indistinguishable from one another regardless of what country they live in.  same everywhere.  you can watch african cinema (they actually have that) and see the same tendencies, behaviors, trends, everything.biology matters.  nature bats last",1,,Guest,3,?
59,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,"black people actually CANNOT get ahead without white helpwithout the massive subsidies of affirmative action there would be no black middle class whatsoeverwe literally pay them to breathe and agitatewho CARES who is ""racist""?  Stop using that gd word; it's yiddish for ""white.""  Deprive it of its power.  get out of the yiddish mind cage",1,,The Blue Eagle,3,?
60,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,no.  diversity means nonwhiteracist is a yiddish word for white,2,,KJinAZ,8,?
61,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,history and biology are white supremacist,1,?,JUSTICE,11,?
62,The Gateway Pundit,‘MADNESS’: Academy Awards Mandates Diversity Quotas To Qualify For Best Pict…,['2020/09'],347 comments,https://www.thegatewaypundit.com/2020/09/madness-academy-awards-mandates-diversity-quotas-qualify-best-picture-oscar/,disrespekt,"it's not like they have been producing good movies...so what's the difference?if you tell the greatest story ever, you won't win unless your cast is ""diverse"" lolimagine a great story about the moon landing...or the invention of the airplane...or basically any significant historical event- it was all white people.  no longerboycott hollywood- steal their movies and never pay them or netflix or anybody for anythingthat's what (((THEY))) do when they don't like somebody",2,,,0,0
63,The Gateway Pundit,ABOUT TIME: Trump Nominated For The Nobel Peace Prize,['2020/09'],273 comments,https://www.thegatewaypundit.com/2020/09/time-trump-nominated-nobel-peace-prize/,disrespekt,"No, it should go to George Floyd.or Barack Obama again",0,,,5,?
64,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,"the only conversation i get from hoez like that is ""guck guck guck guck guck"" noises...would be same from Candace",2,,Jonah,0,0
65,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,...except they really aren't.Cardi is far more typical of black sentiment than delusional equalist GOPers or whites in general are willing to admit,2,,Gerald Greene,3,?
66,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,IQ matters.,0,,AST Manager,3,?
67,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,US black mean IQ is 85.  Cardi *IS* representative of the black community.  Owens is not.  She has very little in common with the average member of her race.,1,,USMCDanang1966,3,?
68,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,"look, this big tent stuff has got to stop.the equalist utopian ideologies are dead...white or nobody",1,?,Terry Lopez,0,0
69,The Gateway Pundit,"""She's Barely Literate and She's Offended by Me Saying That"" - Candace Owens Co…",['2020/09'],320 comments,https://www.thegatewaypundit.com/2020/09/barely-literate-offended-saying-candace-owens-continues-pummel-cardi-b-instagram-thumping-video/,disrespekt,"i'm not sure cardi b can actually read at beyond a 4th grade level...she strikes me as one of the stupidest people in the public eye, and a true testament to low black IQ.  it must be difficult for blacks like Owens, who is quite clearly 2 sigmas right of black mean to be surrounded by literal savages",1,,American......,3,?
