,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Comments,Misinformation?,Ordinary/Hate/Offensive?,"Political vs other, insinuations, "
15,RedState.com - Conservative Blog & Conservative News Source,Mike Pence Check Mates Andrew Cuomo On His Horrible Handling of COVID-19 In…,['2020/08/04'],6 comments,https://www.redstate.com/brandon_morse/2020/08/04/mike-pence-cuomo-covid/,patriot45,"This POS political hack and murderer Cuomo needs to be executed for mass murder knowing his order would kill older people, he deserves the same treatment he gave those elderly in the nursing homes a death sentence plain and simple.",,0,0,"This POS political hack and murderer Cuomo needs to be executed for mass murder knowing his order would kill older people, he deserves the same treatment he gave those elderly in the nursing homes a death sentence plain and simple.",1,1,
16,RedState.com - Conservative Blog & Conservative News Source,Overnight Riot — Portland SUBURB Edition: “People Leave Their Doors Unlo…,['2020/08/04'],64 comments,https://www.redstate.com/shipwreckedcrew/2020/08/04/overnight-riot-portland-suburb-edition-no-police-out-here-people-leave-their-doors-unlocked-and-the-keys-in-their-cars/,patriot45,"They went to Springfield and got run out of town, i guess that is better than going to a conservative area and getting shot and carried out of town.  Show these piss ants the baton and pepper spray up close and personal the first day and we would not have this BS problem now.",,7,?,"They went to Springfield and got run out of town, i guess that is better than going to a conservative area and getting shot and carried out of town.  Show these piss ants the baton and pepper spray up close and personal the first day and we would not have this BS problem now.",0,2,
17,RedState.com - Conservative Blog & Conservative News Source,Trump Makes Stunning Admission About Lockdowns. But Masks Are No Better.,['2020/08/04'],72 comments,https://www.redstate.com/michael_thau/2020/08/04/trump-makes-stunning-admission-about-lockdowns-but-masks-are-no-better/,patriot45,"We need to get rid of the democratic ""governor"" Cooper in NC since he wants everything shut down even now.",,1,?,"We need to get rid of the democratic ""governor"" Cooper in NC since he wants everything shut down even now.",0,0,
18,RedState.com - Conservative Blog & Conservative News Source,"Trigger Warning: To the Horror of the Mainstream Media, Soaring U.S. Gun Sal…",['2020/08/03'],18 comments,https://www.redstate.com/alexparker/2020/08/03/gun-sales-july-set-record-133-increase-ruger-smith-and-wesson/,patriot45,"That is correct sir and they ain't buying to let some POS politician democrat or republican take them away w/o a fight so here's your sign politician's, you best get your sh-t right and start going by our Constitution or we will do it for you and w/o you.",,0,0,"That is correct sir and they ain't buying to let some POS politician democrat or republican take them away w/o a fight so here's your sign politician's, you best get your sh-t right and start going by our Constitution or we will do it for you and w/o you.",0,2,
19,RedState.com - Conservative Blog & Conservative News Source,"Sick of Politics Invading Athletics? There’s a New ‘Fan First’ League, and the World’…",['2020/08/03'],20 comments,https://www.redstate.com/alexparker/2020/08/03/afl-dwayne-johnson-football-fan-first-game/,patriot45,I am afraid Dwayne got woke and doesnt like the way things are handled in the WH with Trump so it makes no difference i will not help Dwayne get richer and be critical of Trump and his handling of the black problem with nothing to say about the democrats.  THE ROCK SINKS.,,2,?,I am afraid Dwayne got woke and doesnt like the way things are handled in the WH with Trump so it makes no difference i will not help Dwayne get richer and be critical of Trump and his handling of the black problem with nothing to say about the democrats.  THE ROCK SINKS.,0,0,
20,RedState.com - Conservative Blog & Conservative News Source,Kamala Harris Spark Democratic Civil War As Democrats Try to Stop Her from Being…,['2020/08/03'],109 comments,https://www.redstate.com/brandon_morse/2020/08/03/kamala-harris-civil-war/,patriot45,please pick the beast hillary.,Bobby longhorn,2,?,please pick the beast hillary.,0,2,
21,RedState.com - Conservative Blog & Conservative News Source,Kamala Harris Spark Democratic Civil War As Democrats Try to Stop Her from Being…,['2020/08/03'],109 comments,https://www.redstate.com/brandon_morse/2020/08/03/kamala-harris-civil-war/,patriot45,"he can pick anyone it would not matter, he still loses in a landslide.",Highnrising,2,?,"he can pick anyone it would not matter, he still loses in a landslide.",1,0,
22,RedState.com - Conservative Blog & Conservative News Source,Kamala Harris Spark Democratic Civil War As Democrats Try to Stop Her from Being…,['2020/08/03'],109 comments,https://www.redstate.com/brandon_morse/2020/08/03/kamala-harris-civil-war/,patriot45,please we hope he picks the tranny michael then the dream would come true.,Zork,1,?,please we hope he picks the tranny michael then the dream would come true.,0,1,
23,RedState.com - Conservative Blog & Conservative News Source,Kamala Harris Spark Democratic Civil War As Democrats Try to Stop Her from Being…,['2020/08/03'],109 comments,https://www.redstate.com/brandon_morse/2020/08/03/kamala-harris-civil-war/,patriot45,Good maybe they will destroy each other.,,2,?,Good maybe they will destroy each other.,0,0,
24,RedState.com - Conservative Blog & Conservative News Source,David Hogg Clowns Himself Again Over Trump’s Tik Tok Concerns,['2020/08/03'],23 comments,https://www.redstate.com/brandon_morse/2020/08/03/david-hogg-tik-tok/,patriot45,"David Hogg the idiot who would the fool for liberal America, he is a king among idiots.",,2,?,"David Hogg the idiot who would the fool for liberal America, he is a king among idiots.",0,2,
25,RedState.com - Conservative Blog & Conservative News Source,This Is How It’s Done: Police and Prosecutor Gives Best Response to BLM…,['2020/08/03'],52 comments,https://www.redstate.com/nick-arama/2020/08/03/this-is-how-its-done-police-and-prosecutor-gives-best-response-to-blm-marchers-who-block-roads/,patriot45,The shooting will start soon when the Antifa/BLM fools leave the cities and come into the private residential areas.,,6,?,The shooting will start soon when the Antifa/BLM fools leave the cities and come into the private residential areas.,0,2,
26,RedState.com - Conservative Blog & Conservative News Source,Watch: Taxpayer-Funded PBS Host Calls Trump’s COVID Policy ‘Genocidal’ ‘Mass…,['2020/08/03'],24 comments,https://www.redstate.com/mike_miller/2020/08/03/watch-taxpayer-funded-pbs-host-calls-trumps-covid-policy-genocidal-mass-murder/,patriot45,"PBS sucks, they pull this BS lie on Trump but let Cuomo the real mass murderer slide after he sentenced 6k plus older citizens in nursing homes to death by being suffocated in their own fluids from covid19.  Hang Cuomo the sob POS.",,0,0,"PBS sucks, they pull this BS lie on Trump but let Cuomo the real mass murderer slide after he sentenced 6k plus older citizens in nursing homes to death by being suffocated in their own fluids from covid19.  Hang Cuomo the sob POS.",1,1,
27,RedState.com - Conservative Blog & Conservative News Source,Alleged Journalist Claims Pickups Were Built to “Kill and Intimidate Pedestrians”,['2020/08/03'],81 comments,https://www.redstate.com/streiff/2020/08/03/ryan-cooper-pickups-designed-kill-intimidate-pedestrians/,patriot45,"yea i have a Ford f250 jacked up with very large tires and a huuuge winch on it just for running over idiots who attempt to stop me on the interstate.  the moral of the story ""do not be an idiot"" attempting to stop traffic on the interstate because you can get killed by rednecks who do not like Antifa /BLM trying to stop them unless they are armed with several weapons and plenty of ammo, then i will stop for target practice on ""idiots who stop me on the interstate"" for political purposes.",,3,?,"yea i have a Ford f250 jacked up with very large tires and a huuuge winch on it just for running over idiots who attempt to stop me on the interstate.  the moral of the story ""do not be an idiot"" attempting to stop traffic on the interstate because you can get killed by rednecks who do not like Antifa /BLM trying to stop them unless they are armed with several weapons and plenty of ammo, then i will stop for target practice on ""idiots who stop me on the interstate"" for political purposes.",0,1,
28,RedState.com - Conservative Blog & Conservative News Source,"Over 200 BLM People March on the Home of the Seattle Police Chief, But the Neigh…",['2020/08/03'],51 comments,https://www.redstate.com/nick-arama/2020/08/03/over-200-blm-people-march-on-the-home-of-the-seattle-police-chief-but-the-neighbors-werent-having-it/,patriot45,wow you having some push back there imagine the push back in reality America where everyone has a ar15 and glocks.,,1,?,wow you having some push back there imagine the push back in reality America where everyone has a ar15 and glocks.,0,0,
29,RedState.com - Conservative Blog & Conservative News Source,North Carolina Bear Spotted With ‘Trump 2020’ Sticker on Collar – Reward Offered…,['2020/08/03'],48 comments,https://www.redstate.com/sister-toldjah/2020/08/03/north-carolina-bear-spotted-with-trump-2020-sticker-on-collar-reward-offered-to-find-culprit-seriously/,patriot45,"So this may be the original ""Trumpy"" bear i see on TV or maybe the bear who help put that idea into motion.  I must say i believe the bear really has a distaste for democrats and liberal idiots in the Ashville area and pasted this sticker on itself.  Maybe to let these idiot progressive dems see even Mother Nature's creatures like a free patriotic America and drive them crazier than they already are.",,5,?,"So this may be the original ""Trumpy"" bear i see on TV or maybe the bear who help put that idea into motion.  I must say i believe the bear really has a distaste for democrats and liberal idiots in the Ashville area and pasted this sticker on itself.  Maybe to let these idiot progressive dems see even Mother Nature's creatures like a free patriotic America and drive them crazier than they already are.",0,2,
30,RedState.com - Conservative Blog & Conservative News Source,Public Spirit Is Disappearing – We Are Witnessing the Privatization of Everythi…,['2020/08/02'],9 comments,https://www.redstate.com/diary/clint-fargeau/2020/08/02/public-spirit-is-disappearing/,patriot45,"Thankfully we have the 2nd amendment and we will keep it an do not need security, they will eventually need security from us if they continue on their idiocy of believing we are scared of these pusses.",altalingua,0,0,"Thankfully we have the 2nd amendment and we will keep it an do not need security, they will eventually need security from us if they continue on their idiocy of believing we are scared of these pusses.",0,2,
31,RedState.com - Conservative Blog & Conservative News Source,Public Spirit Is Disappearing – We Are Witnessing the Privatization of Everythi…,['2020/08/02'],9 comments,https://www.redstate.com/diary/clint-fargeau/2020/08/02/public-spirit-is-disappearing/,patriot45,"I believe in the cities your synopsis may be correct Clint but in the rural areas home and personal protection is the final responsibility of the individual who owns the property since we cannot afford private security.   We are not worried about Antifa/BLM or any other Marxist/progressive fools who attack these cities with the police acting as a buffer from these fools getting shot.  Out here in the actual real world if you riot or attempt to burn down our homes you will die, period.  We do not care of your skin color, religion or political beliefs it is simple if you attack us in the real world you will not make it.  The real Americans who live in flyover territory can defeat most any army in the world if we are pushed into a fight so these piss ants are just bugs to be squashed if they believe we are scared of their ""violence"" but after we are thru they will know what death really means and that's the only change they will sadly understand.",,1,?,"I believe in the cities your synopsis may be correct Clint but in the rural areas home and personal protection is the final responsibility of the individual who owns the property since we cannot afford private security.   We are not worried about Antifa/BLM or any other Marxist/progressive fools who attack these cities with the police acting as a buffer from these fools getting shot.  Out here in the actual real world if you riot or attempt to burn down our homes you will die, period.  We do not care of your skin color, religion or political beliefs it is simple if you attack us in the real world you will not make it.  The real Americans who live in flyover territory can defeat most any army in the world if we are pushed into a fight so these piss ants are just bugs to be squashed if they believe we are scared of their ""violence"" but after we are thru they will know what death really means and that's the only change they will sadly understand.",1,1,
32,RedState.com - Conservative Blog & Conservative News Source,Experts Decry Vaccine Gaslighting as Feds Funnel Billions to Big Pharma,['2020/08/03'],32 comments,https://www.redstate.com/michael_thau/2020/08/03/experts-slam-quixotic-vaccine-hype-as-billions/,patriot45,"Typical big pharma, no profit for them then they will spend millions to discredit any other treatment they cannot make money on.  It matters not how many would have a better life and live their fullest it only matters to them because of profits so they actually care much more for the money than human lives, greed is very powerful.  Big pharma needs to be broken down into smaller companies for more competition and better drugs to help others not more money for the execs at these huge multi billion dollar cesspools of greed and deception.",,1,?,"Typical big pharma, no profit for them then they will spend millions to discredit any other treatment they cannot make money on.  It matters not how many would have a better life and live their fullest it only matters to them because of profits so they actually care much more for the money than human lives, greed is very powerful.  Big pharma needs to be broken down into smaller companies for more competition and better drugs to help others not more money for the execs at these huge multi billion dollar cesspools of greed and deception.",0,2,
33,RedState.com - Conservative Blog & Conservative News Source,"Austin BLM Action: ‘Pigs in a Blanket, Fry ‘Em Like Bacon,’ ‘Revolution’ and Black…",['2020/08/02'],25 comments,https://www.redstate.com/nick-arama/2020/08/02/austin-blm-action-pigs-in-a-blanket-fry-em-like-bacon-revolution-and-black-motorist-lets-them-have-it-but-good/,patriot45,"When these pricks FU and come out of the protection of the liberal cities this BS will be over very quickly.  We do not want to hurt anyone but 8 years of the negro instigator obamanation and 4 years of these damned liberals pissing and moaning over Trump winning has about got us on edge so do not make the mistake of heading out to the countryside cause they will not make it.  I personally have about had enough of these SOBS who want everything with no effort and have decided violence will change my mind, wrong you will not live long.  Just check the record every month  on gun sales, if you think they buying to give them up then you be wrong.  You want change then breathing and not breathing is the only change you get in the real world where i worked for what little i got and i will hurt you bad if you believe you can take it.",,1,?,"When these pricks FU and come out of the protection of the liberal cities this BS will be over very quickly.  We do not want to hurt anyone but 8 years of the negro instigator obamanation and 4 years of these damned liberals pissing and moaning over Trump winning has about got us on edge so do not make the mistake of heading out to the countryside cause they will not make it.  I personally have about had enough of these SOBS who want everything with no effort and have decided violence will change my mind, wrong you will not live long.  Just check the record every month  on gun sales, if you think they buying to give them up then you be wrong.  You want change then breathing and not breathing is the only change you get in the real world where i worked for what little i got and i will hurt you bad if you believe you can take it.",0,1,
34,RedState.com - Conservative Blog & Conservative News Source,"Portland Overnight Riot Report — Kind of Boring, but Federal Judge Provides High…",['2020/08/01'],57 comments,https://www.redstate.com/shipwreckedcrew/2020/08/01/portland-overnight-riot-report-kind-of-boring-but-federal-judge-provides-high-comedy/,patriot45,"Liberalism is nothing but a cancer on this country,common sense and reason are not part of the process.  These people use their liberal progressive cancer to remove anything similar to productive thinking, may the cancer be removed by fire and the inhabitants of these demons die in their hate and foolishness. 4MORE4TRUMP!",,2,?,"Liberalism is nothing but a cancer on this country,common sense and reason are not part of the process.  These people use their liberal progressive cancer to remove anything similar to productive thinking, may the cancer be removed by fire and the inhabitants of these demons die in their hate and foolishness. 4MORE4TRUMP!",1,1,
35,RedState.com - Conservative Blog & Conservative News Source,"Peak 2020: First ‘Murder Hornet’ Is Captured In Washington, the Pictures Ar…",['2020/08/01'],49 comments,https://www.redstate.com/bonchie/2020/08/01/first-murder-hornet-is-captured-in-the-united-states-the-pictures-are-kind-of-terrifying/,patriot45,excellent.,Chuck M Lowe,0,0,excellent.,0,0,
36,RedState.com - Conservative Blog & Conservative News Source,"Peak 2020: First ‘Murder Hornet’ Is Captured In Washington, the Pictures Ar…",['2020/08/01'],49 comments,https://www.redstate.com/bonchie/2020/08/01/first-murder-hornet-is-captured-in-the-united-states-the-pictures-are-kind-of-terrifying/,patriot45,"Good they have been in NW North Carolina for years around our hummingbird feeders killing wasps, bees and anything else they can catch.  I kill them with a kids badminton racket but don't miss they get peeved off and come at you but they are a little slow, but still they do not fare well here.",,2,?,"Good they have been in NW North Carolina for years around our hummingbird feeders killing wasps, bees and anything else they can catch.  I kill them with a kids badminton racket but don't miss they get peeved off and come at you but they are a little slow, but still they do not fare well here.",0,0,
37,RedState.com - Conservative Blog & Conservative News Source,Portland Rioters Get Downright Creepy with a Disgusting Political Statement,['2020/07/31'],50 comments,https://www.redstate.com/nick-arama/2020/07/31/portland-rioters-get-downright-creepy-with-a-disgusting-political-statement/,patriot45,There are some elements of these groups whose lights need to be put out permanently.,,1,?,There are some elements of these groups whose lights need to be put out permanently.,0,2,
38,RedState.com - Conservative Blog & Conservative News Source,Watchdog Group Nails Andrew Cuomo for Cover Up of Number of Nursing Home De…,['2020/08/01'],62 comments,https://www.redstate.com/nick-arama/2020/08/01/watchdog-group-nails-andrew-cuomo-for-cover-up-of-number-of-nursing-home-deaths-in-new-york/,patriot45,"This politician is either a fool or a mass murderer who purposely brought covid19 to nursing homes to kill as many as he could, whether he did purposely or not he needs to be executed for killing so many who thought they were safe.",,3,?,"This politician is either a fool or a mass murderer who purposely brought covid19 to nursing homes to kill as many as he could, whether he did purposely or not he needs to be executed for killing so many who thought they were safe.",0,1,
39,RedState.com - Conservative Blog & Conservative News Source,"Chris Cuomo Proves He’s an Idiot, Ridiculously Dishonest, Or Both",['2020/07/31'],17 comments,https://www.redstate.com/bonchie/2020/07/31/chris-cuomo-proves-hes-either-an-idiot-the-most-dishonest-person-on-tv-or-both/,patriot45,"He's a pathological liar and his brother is a mass murderer, i know their families are proud.",,3,?,"He's a pathological liar and his brother is a mass murderer, i know their families are proud.",1,2,
40,RedState.com - Conservative Blog & Conservative News Source,Opinion: We’re at War. Attacking Trump’s Tweet While the Democrats Foment Riot…,['2020/07/31'],34 comments,https://www.redstate.com/michael_thau/2020/07/31/opinion/,patriot45,"There is only one choice since the other choice will remove our freedoms and replace our once great America with globalist control from elitists like Soros, Gates and Bloomberg plus the others who own this world.",EndofHope,4,?,"There is only one choice since the other choice will remove our freedoms and replace our once great America with globalist control from elitists like Soros, Gates and Bloomberg plus the others who own this world.",1,2,
41,RedState.com - Conservative Blog & Conservative News Source,Opinion: We’re at War. Attacking Trump’s Tweet While the Democrats Foment Riot…,['2020/07/31'],34 comments,https://www.redstate.com/michael_thau/2020/07/31/opinion/,patriot45,To postpone the election of course will not be an alternative for the Rino's and progressive Marxist Democrats who already have devised the outcome in Biden's favor.  This in reality would only postpone the inevitable confrontation between the factions of this country who are exact opposites in ideology one being hellbent on removing our bedrock Constitution and the other who will not capitulate its demise. A conflict will be realized in one form or fashion either after Trump wins or in the early part of 2021 when the Democrats install their Globalist backed Agenda 21/30 or whatever they choose to call it and the tens of millions called patriots who will revolt violently.  We are a crossroads in our country where if we turn left we lose our American heartbeat of a once free society and enter into a NWO where we again embrace the principles of 12th century Feudalism with the global elite being served by only 500 million inhabitants in their vision of the human race.  This must be stopped by patriots who must again water the Tree of Liberty by removing this evil threat.,,1,?,To postpone the election of course will not be an alternative for the Rino's and progressive Marxist Democrats who already have devised the outcome in Biden's favor.  This in reality would only postpone the inevitable confrontation between the factions of this country who are exact opposites in ideology one being hellbent on removing our bedrock Constitution and the other who will not capitulate its demise. A conflict will be realized in one form or fashion either after Trump wins or in the early part of 2021 when the Democrats install their Globalist backed Agenda 21/30 or whatever they choose to call it and the tens of millions called patriots who will revolt violently.  We are a crossroads in our country where if we turn left we lose our American heartbeat of a once free society and enter into a NWO where we again embrace the principles of 12th century Feudalism with the global elite being served by only 500 million inhabitants in their vision of the human race.  This must be stopped by patriots who must again water the Tree of Liberty by removing this evil threat.,1,2,
42,RedState.com - Conservative Blog & Conservative News Source,"Zero: At Thursday Night’s NBA Game, Not a Single Player, Coach, or Ref Stands for th…",['2020/07/30'],63 comments,https://www.redstate.com/alexparker/2020/07/30/utah-jazz-new-orleans-pelicans-nba-game-kneel-national-anthem-black-lives-matter-coaches-referees-players/,patriot45,"I can live w/o professional sports of any kind but i will not live w/o my freedom that these incompetent American citizens called ""players"" so easily push aside when the time to honor our Flag which represents all those who died and were maimed comes up.  These fools and pawns who denigrate and belittle the sacrifice of millions who stood for the cause of freedom will not be allowed by me to profit while they play a foolish game and use that platform to push a racist narrative that is a LIE.  I will not compromise or reduce those heroes who gave their blood and treasure to water the Liberty Tree in my stead.",,3,?,"I can live w/o professional sports of any kind but i will not live w/o my freedom that these incompetent American citizens called ""players"" so easily push aside when the time to honor our Flag which represents all those who died and were maimed comes up.  These fools and pawns who denigrate and belittle the sacrifice of millions who stood for the cause of freedom will not be allowed by me to profit while they play a foolish game and use that platform to push a racist narrative that is a LIE.  I will not compromise or reduce those heroes who gave their blood and treasure to water the Liberty Tree in my stead.",0,2,
