,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive?,
10,The Gateway Pundit,"Sean Hannity GOES OFF: ""John Durham Has Not Done Anyone a Favor for Taking…",['2020/09'],440 comments,https://www.thegatewaypundit.com/2020/09/sean-hannity-goes-off-john-durham-not-done-anyone-favor-taking-long-released-video/,Dr. Vinnie,"Nothing is coming from Durham, and nothing will come.",,3,?,0,
11,Breitbart News Network,U. of Chicago English Program Only Accepting ‘Black Studies’ Grad Students,['2020/09/15'],359 comments,https://www.breitbart.com/tech/2020/09/15/u-of-chicago-english-program-only-accepting-black-studies-grad-students/,Dr. Vinnie,Brobonics,lyt,2,?,0,
12,Breitbart News Network,U. of Chicago English Program Only Accepting ‘Black Studies’ Grad Students,['2020/09/15'],359 comments,https://www.breitbart.com/tech/2020/09/15/u-of-chicago-english-program-only-accepting-black-studies-grad-students/,Dr. Vinnie,This seems rayciss.,,2,?,2,
13,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,After the Cardinals and Bishops totally abandoned the flock during covid?,,2,?,0,
14,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,When the world desperately needed a leader the Pope was silent. But he did talk about global warming.,,2,?,0,
15,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,Giving is down to almost nothing.,Sam,0,0,0,
16,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,This covid hoax did expose how faithless our shepherds are.  They closed up the churches like good little servants of the NWO.,,3,?,2,
17,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,No joke.  They did.  That was their level of faith during the covid hoax.,DocDrew,2,?,2,
18,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,Seems the bishop doesn't follow Church teaching himself.,Pegon Zellschmidt,0,0,2,
19,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,Our shepherds replaced the Holy water with Purell hand sanitizer.,,2,?,0,
20,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,Didn't hear a peep from the shepherds when we needed them.,,1,1,0,
21,Breitbart News Network,Milwaukee Archbishop Reinstates ‘Obligation to Attend Sunday Mass’,['2020/09/15'],266 comments,https://www.breitbart.com/faith/2020/09/15/milwaukee-archbishop-reinstates-obligation-to-attend-sunday-mass/,Dr. Vinnie,They must be losing too much money.,,0,0,0,
22,Breitbart News Network,Sen. Tom Cotton: 9/11 Compelled Me to Defend America and Our Freedom,['2020/09/11'],3815 comments,https://www.breitbart.com/radio/2020/09/11/tom-cotton-9-11-compelled-defend-america-freedom/,Dr. Vinnie,Cotton is a hawk. He was pushing Trump to attack Syria.,Senor C O Jones,0,0,0,
23,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,We must destroy Democraps in Nov. so badly that it takes them 50 years to recover.,,1,?,2,
24,Breitbart News Network,Rather: In November We Will ‘Find Out How Many People Are Dumb Enough to B…,['2020/09/13'],3863 comments,https://www.breitbart.com/clips/2020/09/13/rather-in-november-we-will-find-out-how-many-people-are-dumb-enough-to-believe-trump/,Dr. Vinnie,We must destroy Democraps in Nov so badly that it takes them 50 years to recover.,,0,0,2,
25,Breitbart News Network,Gov. Gavin Newsom Signs Bill Reducing Penalties for Sodomy with Minors,['2020/09/13'],3253 comments,https://www.breitbart.com/politics/2020/09/13/gov-gavin-newsom-signs-bill-reducing-penalties-for-sodomy-with-minors/,Dr. Vinnie,We must destroy Democraps in Nov. so badly that it takes them 50 years to recover.,,0,0,2,
26,Breitbart News Network,"Oregon Homeowners Warn Looters Amid Wildfire: ‘You Loot, We Shoot’",['2020/09/14'],1242 comments,https://www.breitbart.com/politics/2020/09/14/oregon-homeowners-warn-looters-amid-wildfire-you-loot-we-shoot/,Dr. Vinnie,And Skittles.,The Snake,0,0,0,
27,Breitbart News Network,"Oregon Homeowners Warn Looters Amid Wildfire: ‘You Loot, We Shoot’",['2020/09/14'],1242 comments,https://www.breitbart.com/politics/2020/09/14/oregon-homeowners-warn-looters-amid-wildfire-you-loot-we-shoot/,Dr. Vinnie,Necessities like Nikes.,The Snake,0,0,0,
28,Breitbart News Network,"Oregon Homeowners Warn Looters Amid Wildfire: ‘You Loot, We Shoot’",['2020/09/14'],1242 comments,https://www.breitbart.com/politics/2020/09/14/oregon-homeowners-warn-looters-amid-wildfire-you-loot-we-shoot/,Dr. Vinnie,Looting for necessities is legal in Portland.,,1,?,0,
29,Breitbart News Network,Miles Cyrus Pushes Young People to Vote for ‘Someone Fit’ for Presidency,['2020/09/14'],974 comments,https://www.breitbart.com/entertainment/2020/09/14/miles-cyrus-pushes-young-people-to-vote-for-someone-fit-for-presidency/,Dr. Vinnie,Kiss that bigblackass cracka!,,0,0,2,
30,Breitbart News Network,"Jeh Johnson: ‘Shocking’ to See Older, Vulnerable People Maskless at Trump Rally",['2020/09/14'],1636 comments,https://www.breitbart.com/clips/2020/09/14/jeh-johnson-shocking-to-see-older-vulnerable-people-maskless-at-trump-rally/,Dr. Vinnie,Is Jeh suggesting knocking those old people down on the ground and handcuffing them Australian cop style?,,0,0,0,
31,Breitbart News Network,Sen. Tom Cotton: 9/11 Compelled Me to Defend America and Our Freedom,['2020/09/11'],3815 comments,https://www.breitbart.com/radio/2020/09/11/tom-cotton-9-11-compelled-defend-america-freedom/,Dr. Vinnie,You prefer the war mongers.,Senor C O Jones,0,0,2,
32,The Gateway Pundit,"Who's the Boss? Kamala Harris Speaks About a ""Harris Administration"" in Virtu…",['2020/09'],318 comments,https://www.thegatewaypundit.com/2020/09/boss-kamala-harris-speaks-harris-administration-virtual-arizona-speech/,Dr. Vinnie,Comma-la was Obama's pick.  She failed miserably and dropped out before the primaries began.  When it looked like Bernie was going to get the nomination Obama's people pushed Joe over the finish line provided he choose Harris as his running mate.,,1,?,2,
33,The Gateway Pundit,"HUH? Biden Touts Actions of ""Obama-Biden Administration"" - Then Says, ""Thi…",['2020/09'],178 comments,https://www.thegatewaypundit.com/2020/09/huh-biden-touts-actions-obama-biden-administration-says-just-beginning-get-re-elected-video/,Dr. Vinnie,Or maybe Joe's a time traveler.,,0,0,0,
34,Breitbart News Network,California School District Adapts Radical Sex Ed Curriculum for Middle School: Ge…,['2020/09/13'],929 comments,https://www.breitbart.com/politics/2020/09/13/california-school-district-adapts-radical-sex-ed-curriculum-for-middle-school-gender-identity-condom-demos/,Dr. Vinnie,School choice.,,1,?,0,
35,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,"They understand Wakanda isn't a real place, right?",,1,?,0,
36,Breitbart News Network,"50 Shot, 15 Fatally, During Last Week in Mayor Young’s Baltimore",['2020/09/14'],883 comments,https://www.breitbart.com/politics/2020/09/14/50-shot-15-fatally-during-last-week-in-mayor-youngs-baltimore/,Dr. Vinnie,You'll notice Obama doesn't live in a black neighborhood.,,3,?,0,
37,Breitbart News Network,CNN Medical Analyst Reiner: Trump’s Nevada Rally Is ‘Negligent Homicide’ — ‘…,['2020/09/14'],1065 comments,https://www.breitbart.com/clips/2020/09/14/cnn-medical-analyst-reiner-trumps-nevada-rally-is-negligent-homicide-people-will-die/,Dr. Vinnie,Scamdemic.  Seasonal flu is far more deadly than covid.,,0,0,2,
38,Breitbart News Network,WATCH — Black Lives Matter Rioters Smash County Vehicles in Lancaster: ‘You’re the…,['2020/09/14'],3088 comments,https://www.breitbart.com/politics/2020/09/14/black-lives-matter-rioters-smash-county-vehicles-lancaster-youre-real-kkk/,Dr. Vinnie,"Blacks are the way they are because of centuries and centuries of voodoo, Satan worship.",Sovereign,0,0,1,
39,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,I think they really hate themselves and look for anyone to blame for their failure.,Ozzie Ashcan,0,0,2,
40,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,There will be a backlash.,Hoosier 69,1,?,0,
41,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,"Whites invented the car, engine, suspension, steering, electronics AND the track AND the sport. N-word wears an ignorant t-shirt.  Whites even invented t-shirts and printing technology.",,0,0,1,
42,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,But who will pay for their welfare?,Natural Rights,1,?,0,
43,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,Still looking for something they provide that improves society.,,1,?,2,
44,Breitbart News Network,FI Driver Lewis Hamilton Faces Official Censure for Wearing ‘Political’ T-Shirt,['2020/09/14'],1101 comments,https://www.breitbart.com/sports/2020/09/14/fi-driver-lewis-hamilton-faces-official-censure-for-wearing-political-t-shirt/,Dr. Vinnie,They ruin everything.,,1,?,2,
45,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,Honoring thugs and criminals.,,2,?,2,
46,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,"What have black people given the world that has improved it?  And don't say peanut butter, because white people would have figured that out on our own.",,0,0,1,
47,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,Truth is stranger than fiction.,Crockett7,1,?,0,
48,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,When they ruin football they had better not come looking for a taxpayer bailout.,,0,0,2,
49,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,What's pathetic are the losers who watch this.,Jim Jordan,1,?,2,
50,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,"The black national anthem:  Goes ""Gibs me dat youz crackas""",,1,?,1,
51,Breitbart News Network,"Ravens Stand for ‘Black National Anthem,’ Most Protest During U.S. Anthem",['2020/09/14'],976 comments,https://www.breitbart.com/sports/2020/09/14/ravens-stand-for-black-national-anthem-most-protest-during-u-s-anthem/,Dr. Vinnie,"Still looking for something ""they"" provide that improves society.",,0,0,2,
52,Breitbart News Network,"Atlantic Op-ed: Democrats Will Riot If They Lose, Therefore Republicans Should Let…",['2020/09/14'],2628 comments,https://www.breitbart.com/2020-election/2020/09/14/atlantic-op-ed-democrats-will-riot-if-they-lose-therefore-republicans-should-let-biden-win/,Dr. Vinnie,We must destroy Democraps in Nov so badly that it takes them 50 years to recover.,,1,?,2,
53,The Gateway Pundit,Horrid Leftists Egg Little Children at Rally for GOP Candidate Lauren Witzke in Dela…,['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/horrid-leftists-egg-little-children-rally-gop-candidate-lauren-witzke-delaware/,Dr. Vinnie,This is the same Left who euthanize the elderly but then are so concerned about old people that we have to shut down the country to protect them from covid.,,1,?,2,
54,The Gateway Pundit,Horrid Leftists Egg Little Children at Rally for GOP Candidate Lauren Witzke in Dela…,['2020/09'],326 comments,https://www.thegatewaypundit.com/2020/09/horrid-leftists-egg-little-children-rally-gop-candidate-lauren-witzke-delaware/,Dr. Vinnie,Abortion is human sacrifice.  They sacrifice children to the pagan god of economic gain.,Joseph Blow,1,?,2,
55,The Gateway Pundit,After Two LA Deputies Are Ambushed and Shot in the Head -- Entire Washington Fo…,['2020/09'],478 comments,https://www.thegatewaypundit.com/2020/09/two-la-deputies-ambushed-shot-head-entire-washington-football-team-kneels-together-police-blm/,Dr. Vinnie,How can any decent person still be watching these games?,,1,?,2,
56,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,I have a hard time believing that they're only 13%.,Mike Lofton,1,?,0,
57,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,The 13% are such a huge drain on our society.,,6,?,2,
58,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,Brobonics,Bug In A Jar,0,0,0,
59,The Gateway Pundit,Lancaster Police Release Body Camera Footage of Suspect With Knife Lunging a…,['2020/09'],200 comments,https://www.thegatewaypundit.com/2020/09/lancaster-police-release-body-camera-footage-suspect-knife-lunging-police-prior-shooting-video/,Dr. Vinnie,This is why I've been advocating body-cams on the front and back.  They'll give an almost 360 view.,,2,?,0,
60,Breitbart News Network,"Bush, Obama-Appointed Judges Rule Illegal Aliens Must Be Counted in Congre…",['2020/09/13'],2518 comments,https://www.breitbart.com/politics/2020/09/13/judges-rule-illegal-aliens-counted-congressional-apportionment/,Dr. Vinnie,This is BS! Another tax on white people.,,1,?,2,
61,Breitbart News Network,VIDEO: Female Citizen Journalist Allegedly Attacked During BLM Protest,['2020/09/13'],817 comments,https://www.breitbart.com/politics/2020/09/13/video-female-citizen-journalist-allegedly-attacked-during-blm-protest/,Dr. Vinnie,Hopefully the 4chan rainmen can ID the punk in the blue bandana.,,12,?,2,
62,Breitbart News Network,Sen. Tom Cotton: 9/11 Compelled Me to Defend America and Our Freedom,['2020/09/11'],3815 comments,https://www.breitbart.com/radio/2020/09/11/tom-cotton-9-11-compelled-defend-america-freedom/,Dr. Vinnie,Pence will be perfect.  He will have learned from Trump for 8 years.,Senor C O Jones,0,0,0,
63,Breitbart News Network,Sen. Tom Cotton: 9/11 Compelled Me to Defend America and Our Freedom,['2020/09/11'],3815 comments,https://www.breitbart.com/radio/2020/09/11/tom-cotton-9-11-compelled-defend-america-freedom/,Dr. Vinnie,I like him but he's a war hawk.  We don't need anymore quagmires.,Senor C O Jones,1,?,0,
64,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,Too much truth oozing out.,Scarlett,2,?,0,
65,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,Crispy.,Jim Guelde,0,0,0,
66,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,Police are looking for a dark skinned white male.  With obvious privilege.,,5,?,0,
67,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,You must date some strange chics.  Cause that's a dude.,TimoTeo,2,?,0,?
68,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,Cornpop was a bad dude.,,1,?,2,
69,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,"For $1,000 she would.",John James Furr,4,?,0,
70,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,We need to end welfare. Why are we paying them to reproduce?,,4,?,2,
71,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,We need to end welfare. Why are we paying them to reproduce?,,1,?,2,
72,Breitbart News Network,‘F**cking Die’: BLM Activists Lay Siege to LA Hospital Treating Officers Hit in ‘Amb…,['2020/09/13'],10184 comments,https://www.breitbart.com/politics/2020/09/13/fcking-die-blm-activists-lay-siege-to-la-hospital-treating-officers-hit-in-ambush-shooting/,Dr. Vinnie,"For a $100,000 his own welfare kween momma will turn him in.",,3,?,2,
73,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,The 13% are such a huge drain on society.,,7,?,2,
74,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,And they want to be treated as equals?,,1,?,2,
75,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,N*gs gonna n*g.,,1,1,1,
76,The Gateway Pundit,"PURE EVIL: Bystanders Laugh, Mock Deputies including 31-Year-Old Mother A…",['2020/09'],986 comments,https://www.thegatewaypundit.com/2020/09/pure-evil-bystanders-laugh-mock-deputies-including-31-year-old-mother-ambushed-shot-head-no-one-runs-help/,Dr. Vinnie,We need to end welfare.  Why are we paying them to reproduce?,,6,?,2,
77,The Gateway Pundit,Analysis of FOX News Poll: When Adjusted for Party Affiliation and Reality – Trump i…,['2020/09'],224 comments,https://www.thegatewaypundit.com/2020/09/analysis-fox-news-poll-adjusted-party-affiliation-reality-trump-destroying-hiden-biden/,Dr. Vinnie,We must destroy Democraps in Nov so badly that it takes them 50 years to recover.,,5,?,2,
78,The Gateway Pundit,Analysis of FOX News Poll: When Adjusted for Party Affiliation and Reality – Trump i…,['2020/09'],224 comments,https://www.thegatewaypundit.com/2020/09/analysis-fox-news-poll-adjusted-party-affiliation-reality-trump-destroying-hiden-biden/,Dr. Vinnie,",(comma)-la was BO's pick but she didn't even last till the primaries started.   When Bernie was about to win the nomination BO stepped in and backed Joe provided he pick Harris as his running mate.",,1,?,2,
79,The Gateway Pundit,"""It's Beyond Sad. It's Elder Abuse by the DNC"" - TRUMP Goes There -- Retweets W…",['2020/09'],267 comments,https://www.thegatewaypundit.com/2020/09/beyond-sad-elder-abuse-dnc-trump-goes-retweets-seeing-joe-biden/,Dr. Vinnie,Joe wrapped a chain around his head and was arrested.  Then had to take cover from a helicopter attack by the Taliban.,ranger ed,2,?,0,?
80,The Gateway Pundit,"""It's Beyond Sad. It's Elder Abuse by the DNC"" - TRUMP Goes There -- Retweets W…",['2020/09'],267 comments,https://www.thegatewaypundit.com/2020/09/beyond-sad-elder-abuse-dnc-trump-goes-retweets-seeing-joe-biden/,Dr. Vinnie,Biden will get covid before the debates.  He will fight the virus like a true hero and recover 2 weeks before the election.  It will be 24 hour coverage of Biden.,,5,?,0,
81,The Gateway Pundit,"""It's Beyond Sad. It's Elder Abuse by the DNC"" - TRUMP Goes There -- Retweets W…",['2020/09'],267 comments,https://www.thegatewaypundit.com/2020/09/beyond-sad-elder-abuse-dnc-trump-goes-retweets-seeing-joe-biden/,Dr. Vinnie,Cornpop was a bad dude.,,3,?,2,
82,Breitbart News Network,Fact Check: Joe Biden Claims Trump Does Not Deserve Credit for USMCA,['2020/09/13'],160 comments,https://www.breitbart.com/economy/2020/09/13/fact-check-joe-biden-claims-trump-does-not-deserve-credit-for-usmca/,Dr. Vinnie,Comma-la was BO's pick but she didn't even last till the primaries started.   When Bernie was about to win the nomination BO stepped in and backed Joe provided he pick Harris as his running mate.,WadeBaker,1,?,2,
